stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
LIE2LOUV,LIE2LOUV,Louvre-Lens,105 Rue du 14 Juillet 62800 Liévin,50.42740322767605,2.793072303003416,,,0,,0
BIL1SLAN,BIL1SLAN,Fosse 10,5 Avenue du 1er Mai 62420 Billy-Montigny,50.41239774257597,2.907813196218697,,,0,,0
MER1RSUL,MER1RSUL,Sulliger,47 Rue Jules Mousseron 62680 Méricourt,50.40328202433733,2.883940885859639,,,0,,1
CUI2MRET,CUI2MRET,Rés. Du Château,58 Rue Anatole France 62149 Cuinchy,50.516241647903634,2.747980859286732,,,0,,0
BEG1CENT,BEG1CENT,Rue de la Place,10 Rue de la Place 62150 Beugin,50.4428221588042,2.516843548218976,,,0,,1
BUL2LALO,BUL2LALO,Alouettes,97 bis Rue Edmond Debeaumont 62160 Bully-les-Mines,50.43832480362592,2.735612330985753,,,0,,1
FRE1P8MA,FRE1P8MA,Mairie,56 Rue du Bourg 62150 Fresnicourt-le-Dolmen,50.41825947904612,2.59962540422612,,,0,,0
HEN1HDAR,HEN1HDAR,Robiaud,239 Rue Philibert Robiaud 62110 Hénin-Beaumont,50.41759246355348,2.9632738021652907,,,0,,0
LIL2GARE,LIL2GARE,Gare,,50.56118163609933,2.4772571290320946,,,0,,0
AUM2MARA,AUM2MARA,Centre Cial.,1 Avenue Nelson Mandela 62138 Auchy-les-Mines,50.5201704313634,2.7940849437402644,,,0,,1
HEN1ETHO,HEN1ETHO,Eugène Thomas,981 Boulevard Eugène Thomas 62110 Hénin-Beaumont,50.39314583788772,2.969355910375332,,,0,,0
HEN1GAR1,HEN1GAR1,Gare,27 Rue Parmentier 62110 Hénin-Beaumont,50.41757347953731,2.952811142764725,,,0,,1
BRU4BH04,BRU4BH04,Evrard,407 Rue Florent Evrard 62700 Bruay-la-Buissière,50.4886360780998,2.5489728701814065,,,0,,1
BRU4BH03,BRU4BH03,Les Tombelles,286 Rue F et Telesphore Caudron 62700 Bruay-la-Buissière,50.483756526936986,2.5483335578518207,,,0,,1
RUI1VILL,RUI1VILL,Village,"Rue de Béthune, Ruitz, Hauts-de-France",50.47021396634732,2.593036867445715,,,0,,1
BRU3BH04,BRU3BH04,Evrard,407 Rue Florent Evrard 62700 Bruay-la-Buissière,50.48869868652486,2.5490856389211016,,,0,,1
BRU3BH03,BRU3BH03,Les Tombelles,286 Rue F et Telesphore Caudron 62700 Bruay-la-Buissière,50.48360379038022,2.548459469625292,,,0,,1
RUI2VILL,RUI2VILL,Village,"Rue de Béthune, Ruitz, Hauts-de-France",50.47016890248575,2.593135042838392,,,0,,1
FOQ1BH01,FOQ1BH01,Actipolis,2 Zone Artisanale Actipolis 62232 Fouquières-lès-Béthune,50.515707785754174,2.622451599684074,,,0,,1
FOQ2BH01,FOQ2BH01,Actipolis,2 Zone Artisanale Actipolis 62232 Fouquières-lès-Béthune,50.51565486854664,2.6220573201523574,,,0,,1
LLS2CLRC,LLS2CLRC,Collège Cassin,,50.55963687592879,2.470760571981324,,,0,,1
LBA3GARE,LBA3GARE,Gare - Quai 3,"37 Avenue Jean Baptiste Lebas, Bassée, Hauts-de-France",50.52807123296369,2.8044734406166336,,,0,,1
BRU1CIME,BRU1CIME,Cimetière,5000 f Rue de Bellevue 62700 Bruay-la-Buissière,50.48679125223739,2.524749438206749,,,0,,0
